File ID,Hoofdcompetentie,Subcompetentie,Percentage
376aa464-a5f7-5aed-acd9-7dceb37ded9d,Persoonlijke gerichtheid,Zelfstandigheid,65
376aa464-a5f7-5aed-acd9-7dceb37ded9d,Persoonlijke gerichtheid,Doorzettingsvermogen,90
376aa464-a5f7-5aed-acd9-7dceb37ded9d,Persoonlijke gerichtheid,Resultaatgerichtheid,87
376aa464-a5f7-5aed-acd9-7dceb37ded9d,Persoonlijke gerichtheid,Leerbereidheid,75
376aa464-a5f7-5aed-acd9-7dceb37ded9d,Persoonlijke gerichtheid,Inzet,83
376aa464-a5f7-5aed-acd9-7dceb37ded9d,Persoonlijke gerichtheid,Nauwkeurigheid,89
376aa464-a5f7-5aed-acd9-7dceb37ded9d,Organisatiegerichtheid,Organisatiesensitiviteit,65
376aa464-a5f7-5aed-acd9-7dceb37ded9d,Organisatiegerichtheid,Klantoriëntatie,74
376aa464-a5f7-5aed-acd9-7dceb37ded9d,Organisatiegerichtheid,Kwaliteitsgerichtheid,96
376aa464-a5f7-5aed-acd9-7dceb37ded9d,Organisatiegerichtheid,Ondernemerschap,70
376aa464-a5f7-5aed-acd9-7dceb37ded9d,Beïnvloedend vermogen,Overtuigingskracht,69
376aa464-a5f7-5aed-acd9-7dceb37ded9d,Beïnvloedend vermogen,Aansturen van groepen,74
376aa464-a5f7-5aed-acd9-7dceb37ded9d,Beïnvloedend vermogen,Aansturen van individuen,89
376aa464-a5f7-5aed-acd9-7dceb37ded9d,Beïnvloedend vermogen,Coachen van medewerkers,64
376aa464-a5f7-5aed-acd9-7dceb37ded9d,Beïnvloedend vermogen,Onderhandelen,83
376aa464-a5f7-5aed-acd9-7dceb37ded9d,Organisatie vermogen,Plannen en organiseren,88
376aa464-a5f7-5aed-acd9-7dceb37ded9d,Organisatie vermogen,Delegeren,61
376aa464-a5f7-5aed-acd9-7dceb37ded9d,Organisatie vermogen,Voortgangscontrole,83
376aa464-a5f7-5aed-acd9-7dceb37ded9d,Relationeel vermogen,Sensitiviteit,60
376aa464-a5f7-5aed-acd9-7dceb37ded9d,Relationeel vermogen,Samenwerking,59
376aa464-a5f7-5aed-acd9-7dceb37ded9d,Relationeel vermogen,Optreden,72
376aa464-a5f7-5aed-acd9-7dceb37ded9d,Relationeel vermogen,Relatiebeheer,75
376aa464-a5f7-5aed-acd9-7dceb37ded9d,Relationeel vermogen,Sociabiliteit,67
376aa464-a5f7-5aed-acd9-7dceb37ded9d,Relationeel vermogen,Assertiviteit,67
b33aa947-10e1-53b7-ad59-affc46fac901,Persoonlijke gerichtheid,Initiatief,28
b33aa947-10e1-53b7-ad59-affc46fac901,Persoonlijke gerichtheid,Besluitvaardigheid,39
b33aa947-10e1-53b7-ad59-affc46fac901,Persoonlijke gerichtheid,Flexibiliteit,42
b33aa947-10e1-53b7-ad59-affc46fac901,Persoonlijke gerichtheid,Stressbestendigheid,59
b33aa947-10e1-53b7-ad59-affc46fac901,Persoonlijke gerichtheid,Ambitie,50
b33aa947-10e1-53b7-ad59-affc46fac901,Persoonlijke gerichtheid,Zelfstandigheid,62
b33aa947-10e1-53b7-ad59-affc46fac901,Persoonlijke gerichtheid,Doorzettingsvermogen,46
b33aa947-10e1-53b7-ad59-affc46fac901,Persoonlijke gerichtheid,Resultaatgerichtheid,44
b33aa947-10e1-53b7-ad59-affc46fac901,Persoonlijke gerichtheid,Leerbereidheid,73
b33aa947-10e1-53b7-ad59-affc46fac901,Persoonlijke gerichtheid,Inzet,34
b33aa947-10e1-53b7-ad59-affc46fac901,Persoonlijke gerichtheid,Nauwkeurigheid,22
b33aa947-10e1-53b7-ad59-affc46fac901,Organisatiegerichtheid,Organisatiesensitiviteit,50
b33aa947-10e1-53b7-ad59-affc46fac901,Organisatiegerichtheid,Klantoriëntatie,51
b33aa947-10e1-53b7-ad59-affc46fac901,Organisatiegerichtheid,Kwaliteitsgerichtheid,21
b33aa947-10e1-53b7-ad59-affc46fac901,Organisatiegerichtheid,Ondernemerschap,40
b33aa947-10e1-53b7-ad59-affc46fac901,Beïnvloedend vermogen,Overtuigingskracht,48
b33aa947-10e1-53b7-ad59-affc46fac901,Beïnvloedend vermogen,Aansturen van groepen,38
b33aa947-10e1-53b7-ad59-affc46fac901,Beïnvloedend vermogen,Aansturen van individuen,44
b33aa947-10e1-53b7-ad59-affc46fac901,Beïnvloedend vermogen,Coachen van medewerkers,47
b33aa947-10e1-53b7-ad59-affc46fac901,Beïnvloedend vermogen,Onderhandelen,48
b33aa947-10e1-53b7-ad59-affc46fac901,Organisatie vermogen,Plannen en organiseren,29
b33aa947-10e1-53b7-ad59-affc46fac901,Organisatie vermogen,Delegeren,35
b33aa947-10e1-53b7-ad59-affc46fac901,Organisatie vermogen,Voortgangscontrole,30
b33aa947-10e1-53b7-ad59-affc46fac901,Relationeel vermogen,Sensitiviteit,53
b33aa947-10e1-53b7-ad59-affc46fac901,Relationeel vermogen,Samenwerking,43
b33aa947-10e1-53b7-ad59-affc46fac901,Relationeel vermogen,Optreden,28
b33aa947-10e1-53b7-ad59-affc46fac901,Relationeel vermogen,Relatiebeheer,23
b33aa947-10e1-53b7-ad59-affc46fac901,Relationeel vermogen,Sociabiliteit,42
b33aa947-10e1-53b7-ad59-affc46fac901,Relationeel vermogen,Assertiviteit,44
228c72c7-39f3-5090-883c-8e71882f4963,Persoonlijke gerichtheid,Initiatief,34
228c72c7-39f3-5090-883c-8e71882f4963,Persoonlijke gerichtheid,Besluitvaardigheid,69
228c72c7-39f3-5090-883c-8e71882f4963,Persoonlijke gerichtheid,Flexibiliteit,30
228c72c7-39f3-5090-883c-8e71882f4963,Persoonlijke gerichtheid,Stressbestendigheid,54
228c72c7-39f3-5090-883c-8e71882f4963,Persoonlijke gerichtheid,Ambitie,67
228c72c7-39f3-5090-883c-8e71882f4963,Persoonlijke gerichtheid,Zelfstandigheid,73
228c72c7-39f3-5090-883c-8e71882f4963,Persoonlijke gerichtheid,Doorzettingsvermogen,54
228c72c7-39f3-5090-883c-8e71882f4963,Persoonlijke gerichtheid,Resultaatgerichtheid,65
228c72c7-39f3-5090-883c-8e71882f4963,Persoonlijke gerichtheid,Leerbereidheid,42
228c72c7-39f3-5090-883c-8e71882f4963,Persoonlijke gerichtheid,Inzet,47
228c72c7-39f3-5090-883c-8e71882f4963,Persoonlijke gerichtheid,Nauwkeurigheid,16
228c72c7-39f3-5090-883c-8e71882f4963,Organisatiegerichtheid,Organisatiesensitiviteit,27
228c72c7-39f3-5090-883c-8e71882f4963,Organisatiegerichtheid,Klantoriëntatie,29
228c72c7-39f3-5090-883c-8e71882f4963,Organisatiegerichtheid,Kwaliteitsgerichtheid,11
228c72c7-39f3-5090-883c-8e71882f4963,Organisatiegerichtheid,Ondernemerschap,49
228c72c7-39f3-5090-883c-8e71882f4963,Beïnvloedend vermogen,Overtuigingskracht,55
228c72c7-39f3-5090-883c-8e71882f4963,Beïnvloedend vermogen,Aansturen van groepen,64
228c72c7-39f3-5090-883c-8e71882f4963,Beïnvloedend vermogen,Aansturen van individuen,36
228c72c7-39f3-5090-883c-8e71882f4963,Beïnvloedend vermogen,Coachen van medewerkers,38
228c72c7-39f3-5090-883c-8e71882f4963,Beïnvloedend vermogen,Onderhandelen,53
228c72c7-39f3-5090-883c-8e71882f4963,Organisatie vermogen,Plannen en organiseren,18
228c72c7-39f3-5090-883c-8e71882f4963,Organisatie vermogen,Delegeren,59
228c72c7-39f3-5090-883c-8e71882f4963,Organisatie vermogen,Voortgangscontrole,33
228c72c7-39f3-5090-883c-8e71882f4963,Relationeel vermogen,Sensitiviteit,31
228c72c7-39f3-5090-883c-8e71882f4963,Relationeel vermogen,Samenwerking,32
228c72c7-39f3-5090-883c-8e71882f4963,Relationeel vermogen,Optreden,50
228c72c7-39f3-5090-883c-8e71882f4963,Relationeel vermogen,Relatiebeheer,31
228c72c7-39f3-5090-883c-8e71882f4963,Relationeel vermogen,Sociabiliteit,28
228c72c7-39f3-5090-883c-8e71882f4963,Relationeel vermogen,Assertiviteit,61
c636db50-3f4e-5aaa-a98b-965b132f4859,Persoonlijke gerichtheid,Initiatief,46
c636db50-3f4e-5aaa-a98b-965b132f4859,Persoonlijke gerichtheid,Besluitvaardigheid,27
c636db50-3f4e-5aaa-a98b-965b132f4859,Persoonlijke gerichtheid,Flexibiliteit,58
c636db50-3f4e-5aaa-a98b-965b132f4859,Persoonlijke gerichtheid,Stressbestendigheid,29
c636db50-3f4e-5aaa-a98b-965b132f4859,Persoonlijke gerichtheid,Ambitie,63
c636db50-3f4e-5aaa-a98b-965b132f4859,Persoonlijke gerichtheid,Zelfstandigheid,18
c636db50-3f4e-5aaa-a98b-965b132f4859,Persoonlijke gerichtheid,Doorzettingsvermogen,61
c636db50-3f4e-5aaa-a98b-965b132f4859,Persoonlijke gerichtheid,Resultaatgerichtheid,70
c636db50-3f4e-5aaa-a98b-965b132f4859,Persoonlijke gerichtheid,Leerbereidheid,68
c636db50-3f4e-5aaa-a98b-965b132f4859,Persoonlijke gerichtheid,Inzet,63
c636db50-3f4e-5aaa-a98b-965b132f4859,Persoonlijke gerichtheid,Nauwkeurigheid,66
c636db50-3f4e-5aaa-a98b-965b132f4859,Organisatiegerichtheid,Organisatiesensitiviteit,78
c636db50-3f4e-5aaa-a98b-965b132f4859,Organisatiegerichtheid,Klantoriëntatie,65
c636db50-3f4e-5aaa-a98b-965b132f4859,Organisatiegerichtheid,Kwaliteitsgerichtheid,75
c636db50-3f4e-5aaa-a98b-965b132f4859,Organisatiegerichtheid,Ondernemerschap,47
c636db50-3f4e-5aaa-a98b-965b132f4859,Beïnvloedend vermogen,Overtuigingskracht,45
c636db50-3f4e-5aaa-a98b-965b132f4859,Beïnvloedend vermogen,Aansturen van groepen,48
c636db50-3f4e-5aaa-a98b-965b132f4859,Beïnvloedend vermogen,Aansturen van individuen,61
c636db50-3f4e-5aaa-a98b-965b132f4859,Beïnvloedend vermogen,Coachen van medewerkers,75
c636db50-3f4e-5aaa-a98b-965b132f4859,Beïnvloedend vermogen,Onderhandelen,52
c636db50-3f4e-5aaa-a98b-965b132f4859,Organisatie vermogen,Plannen en organiseren,74
c636db50-3f4e-5aaa-a98b-965b132f4859,Organisatie vermogen,Delegeren,73
c636db50-3f4e-5aaa-a98b-965b132f4859,Organisatie vermogen,Voortgangscontrole,62
c636db50-3f4e-5aaa-a98b-965b132f4859,Relationeel vermogen,Sensitiviteit,75
c636db50-3f4e-5aaa-a98b-965b132f4859,Relationeel vermogen,Samenwerking,64
c636db50-3f4e-5aaa-a98b-965b132f4859,Relationeel vermogen,Optreden,50
c636db50-3f4e-5aaa-a98b-965b132f4859,Relationeel vermogen,Relatiebeheer,57
c636db50-3f4e-5aaa-a98b-965b132f4859,Relationeel vermogen,Sociabiliteit,64
c636db50-3f4e-5aaa-a98b-965b132f4859,Relationeel vermogen,Assertiviteit,29
8de5b61e-d856-51b5-b6c9-5e9a07d70dcc,Persoonlijke gerichtheid,Initiatief,43
8de5b61e-d856-51b5-b6c9-5e9a07d70dcc,Persoonlijke gerichtheid,Besluitvaardigheid,45
8de5b61e-d856-51b5-b6c9-5e9a07d70dcc,Persoonlijke gerichtheid,Flexibiliteit,55
8de5b61e-d856-51b5-b6c9-5e9a07d70dcc,Persoonlijke gerichtheid,Stressbestendigheid,37
8de5b61e-d856-51b5-b6c9-5e9a07d70dcc,Persoonlijke gerichtheid,Ambitie,91
8de5b61e-d856-51b5-b6c9-5e9a07d70dcc,Persoonlijke gerichtheid,Zelfstandigheid,46
8de5b61e-d856-51b5-b6c9-5e9a07d70dcc,Persoonlijke gerichtheid,Doorzettingsvermogen,61
8de5b61e-d856-51b5-b6c9-5e9a07d70dcc,Persoonlijke gerichtheid,Resultaatgerichtheid,80
8de5b61e-d856-51b5-b6c9-5e9a07d70dcc,Persoonlijke gerichtheid,Leerbereidheid,75
8de5b61e-d856-51b5-b6c9-5e9a07d70dcc,Persoonlijke gerichtheid,Inzet,54
8de5b61e-d856-51b5-b6c9-5e9a07d70dcc,Persoonlijke gerichtheid,Nauwkeurigheid,59
8de5b61e-d856-51b5-b6c9-5e9a07d70dcc,Organisatiegerichtheid,Organisatiesensitiviteit,59
8de5b61e-d856-51b5-b6c9-5e9a07d70dcc,Organisatiegerichtheid,Klantoriëntatie,52
8de5b61e-d856-51b5-b6c9-5e9a07d70dcc,Organisatiegerichtheid,Kwaliteitsgerichtheid,59
8de5b61e-d856-51b5-b6c9-5e9a07d70dcc,Organisatiegerichtheid,Ondernemerschap,60
8de5b61e-d856-51b5-b6c9-5e9a07d70dcc,Beïnvloedend vermogen,Overtuigingskracht,43
8de5b61e-d856-51b5-b6c9-5e9a07d70dcc,Beïnvloedend vermogen,Aansturen van groepen,53
8de5b61e-d856-51b5-b6c9-5e9a07d70dcc,Beïnvloedend vermogen,Aansturen van individuen,71
8de5b61e-d856-51b5-b6c9-5e9a07d70dcc,Beïnvloedend vermogen,Coachen van medewerkers,52
8de5b61e-d856-51b5-b6c9-5e9a07d70dcc,Beïnvloedend vermogen,Onderhandelen,57
8de5b61e-d856-51b5-b6c9-5e9a07d70dcc,Organisatie vermogen,Plannen en organiseren,60
8de5b61e-d856-51b5-b6c9-5e9a07d70dcc,Organisatie vermogen,Delegeren,35
8de5b61e-d856-51b5-b6c9-5e9a07d70dcc,Organisatie vermogen,Voortgangscontrole,59
8de5b61e-d856-51b5-b6c9-5e9a07d70dcc,Relationeel vermogen,Sensitiviteit,49
8de5b61e-d856-51b5-b6c9-5e9a07d70dcc,Relationeel vermogen,Samenwerking,36
8de5b61e-d856-51b5-b6c9-5e9a07d70dcc,Relationeel vermogen,Optreden,53
8de5b61e-d856-51b5-b6c9-5e9a07d70dcc,Relationeel vermogen,Relatiebeheer,61
8de5b61e-d856-51b5-b6c9-5e9a07d70dcc,Relationeel vermogen,Sociabiliteit,42
8de5b61e-d856-51b5-b6c9-5e9a07d70dcc,Relationeel vermogen,Assertiviteit,44
8783258b-64d3-5d41-92cf-08532d074f44,Persoonlijke gerichtheid,Initiatief,66
8783258b-64d3-5d41-92cf-08532d074f44,Persoonlijke gerichtheid,Besluitvaardigheid,47
8783258b-64d3-5d41-92cf-08532d074f44,Persoonlijke gerichtheid,Flexibiliteit,66
8783258b-64d3-5d41-92cf-08532d074f44,Persoonlijke gerichtheid,Stressbestendigheid,83
8783258b-64d3-5d41-92cf-08532d074f44,Persoonlijke gerichtheid,Ambitie,86
8783258b-64d3-5d41-92cf-08532d074f44,Persoonlijke gerichtheid,Zelfstandigheid,43
8783258b-64d3-5d41-92cf-08532d074f44,Persoonlijke gerichtheid,Doorzettingsvermogen,82
8783258b-64d3-5d41-92cf-08532d074f44,Persoonlijke gerichtheid,Resultaatgerichtheid,83
8783258b-64d3-5d41-92cf-08532d074f44,Persoonlijke gerichtheid,Leerbereidheid,75
8783258b-64d3-5d41-92cf-08532d074f44,Persoonlijke gerichtheid,Inzet,82
8783258b-64d3-5d41-92cf-08532d074f44,Persoonlijke gerichtheid,Nauwkeurigheid,49
8783258b-64d3-5d41-92cf-08532d074f44,Organisatiegerichtheid,Organisatiesensitiviteit,72
8783258b-64d3-5d41-92cf-08532d074f44,Organisatiegerichtheid,Klantoriëntatie,73
8783258b-64d3-5d41-92cf-08532d074f44,Organisatiegerichtheid,Kwaliteitsgerichtheid,54
8783258b-64d3-5d41-92cf-08532d074f44,Organisatiegerichtheid,Ondernemerschap,69
8783258b-64d3-5d41-92cf-08532d074f44,Beïnvloedend vermogen,Overtuigingskracht,69
8783258b-64d3-5d41-92cf-08532d074f44,Beïnvloedend vermogen,Aansturen van groepen,65
8783258b-64d3-5d41-92cf-08532d074f44,Beïnvloedend vermogen,Aansturen van individuen,73
8783258b-64d3-5d41-92cf-08532d074f44,Beïnvloedend vermogen,Coachen van medewerkers,71
8783258b-64d3-5d41-92cf-08532d074f44,Beïnvloedend vermogen,Onderhandelen,70
8783258b-64d3-5d41-92cf-08532d074f44,Organisatie vermogen,Plannen en organiseren,64
8783258b-64d3-5d41-92cf-08532d074f44,Organisatie vermogen,Delegeren,77
8783258b-64d3-5d41-92cf-08532d074f44,Organisatie vermogen,Voortgangscontrole,62
8783258b-64d3-5d41-92cf-08532d074f44,Relationeel vermogen,Sensitiviteit,72
8783258b-64d3-5d41-92cf-08532d074f44,Relationeel vermogen,Samenwerking,75
8783258b-64d3-5d41-92cf-08532d074f44,Relationeel vermogen,Optreden,68
8783258b-64d3-5d41-92cf-08532d074f44,Relationeel vermogen,Relatiebeheer,73
8783258b-64d3-5d41-92cf-08532d074f44,Relationeel vermogen,Sociabiliteit,75
8783258b-64d3-5d41-92cf-08532d074f44,Relationeel vermogen,Assertiviteit,52
709c252c-5841-547c-bc0d-099fa1d0052b,Persoonlijke gerichtheid,Initiatief,29
709c252c-5841-547c-bc0d-099fa1d0052b,Persoonlijke gerichtheid,Besluitvaardigheid,35
709c252c-5841-547c-bc0d-099fa1d0052b,Persoonlijke gerichtheid,Flexibiliteit,50
709c252c-5841-547c-bc0d-099fa1d0052b,Persoonlijke gerichtheid,Stressbestendigheid,91
709c252c-5841-547c-bc0d-099fa1d0052b,Persoonlijke gerichtheid,Ambitie,63
709c252c-5841-547c-bc0d-099fa1d0052b,Persoonlijke gerichtheid,Zelfstandigheid,58
709c252c-5841-547c-bc0d-099fa1d0052b,Persoonlijke gerichtheid,Doorzettingsvermogen,71
709c252c-5841-547c-bc0d-099fa1d0052b,Persoonlijke gerichtheid,Resultaatgerichtheid,50
709c252c-5841-547c-bc0d-099fa1d0052b,Persoonlijke gerichtheid,Leerbereidheid,76
709c252c-5841-547c-bc0d-099fa1d0052b,Persoonlijke gerichtheid,Inzet,62
709c252c-5841-547c-bc0d-099fa1d0052b,Persoonlijke gerichtheid,Nauwkeurigheid,44
709c252c-5841-547c-bc0d-099fa1d0052b,Organisatiegerichtheid,Organisatiesensitiviteit,80
709c252c-5841-547c-bc0d-099fa1d0052b,Organisatiegerichtheid,Klantoriëntatie,70
709c252c-5841-547c-bc0d-099fa1d0052b,Organisatiegerichtheid,Kwaliteitsgerichtheid,46
709c252c-5841-547c-bc0d-099fa1d0052b,Organisatiegerichtheid,Ondernemerschap,43
709c252c-5841-547c-bc0d-099fa1d0052b,Beïnvloedend vermogen,Overtuigingskracht,38
709c252c-5841-547c-bc0d-099fa1d0052b,Beïnvloedend vermogen,Aansturen van groepen,51
709c252c-5841-547c-bc0d-099fa1d0052b,Beïnvloedend vermogen,Aansturen van individuen,51
709c252c-5841-547c-bc0d-099fa1d0052b,Beïnvloedend vermogen,Coachen van medewerkers,63
709c252c-5841-547c-bc0d-099fa1d0052b,Beïnvloedend vermogen,Onderhandelen,50
709c252c-5841-547c-bc0d-099fa1d0052b,Organisatie vermogen,Plannen en organiseren,43
709c252c-5841-547c-bc0d-099fa1d0052b,Organisatie vermogen,Delegeren,57
709c252c-5841-547c-bc0d-099fa1d0052b,Organisatie vermogen,Voortgangscontrole,41
709c252c-5841-547c-bc0d-099fa1d0052b,Relationeel vermogen,Sensitiviteit,82
709c252c-5841-547c-bc0d-099fa1d0052b,Relationeel vermogen,Samenwerking,62
709c252c-5841-547c-bc0d-099fa1d0052b,Relationeel vermogen,Optreden,25
709c252c-5841-547c-bc0d-099fa1d0052b,Relationeel vermogen,Relatiebeheer,33
709c252c-5841-547c-bc0d-099fa1d0052b,Relationeel vermogen,Sociabiliteit,59
709c252c-5841-547c-bc0d-099fa1d0052b,Relationeel vermogen,Assertiviteit,32
6d5cecd8-e3c3-524b-88b3-ed62a8d52f88,Persoonlijke gerichtheid,Initiatief,47
6d5cecd8-e3c3-524b-88b3-ed62a8d52f88,Persoonlijke gerichtheid,Besluitvaardigheid,25
6d5cecd8-e3c3-524b-88b3-ed62a8d52f88,Persoonlijke gerichtheid,Flexibiliteit,69
6d5cecd8-e3c3-524b-88b3-ed62a8d52f88,Persoonlijke gerichtheid,Stressbestendigheid,63
6d5cecd8-e3c3-524b-88b3-ed62a8d52f88,Persoonlijke gerichtheid,Ambitie,59
6d5cecd8-e3c3-524b-88b3-ed62a8d52f88,Persoonlijke gerichtheid,Zelfstandigheid,25
6d5cecd8-e3c3-524b-88b3-ed62a8d52f88,Persoonlijke gerichtheid,Doorzettingsvermogen,54
6d5cecd8-e3c3-524b-88b3-ed62a8d52f88,Persoonlijke gerichtheid,Resultaatgerichtheid,56
6d5cecd8-e3c3-524b-88b3-ed62a8d52f88,Persoonlijke gerichtheid,Leerbereidheid,68
6d5cecd8-e3c3-524b-88b3-ed62a8d52f88,Persoonlijke gerichtheid,Inzet,57
6d5cecd8-e3c3-524b-88b3-ed62a8d52f88,Persoonlijke gerichtheid,Nauwkeurigheid,34
6d5cecd8-e3c3-524b-88b3-ed62a8d52f88,Organisatiegerichtheid,Organisatiesensitiviteit,77
6d5cecd8-e3c3-524b-88b3-ed62a8d52f88,Organisatiegerichtheid,Klantoriëntatie,74
6d5cecd8-e3c3-524b-88b3-ed62a8d52f88,Organisatiegerichtheid,Kwaliteitsgerichtheid,41
6d5cecd8-e3c3-524b-88b3-ed62a8d52f88,Organisatiegerichtheid,Ondernemerschap,49
6d5cecd8-e3c3-524b-88b3-ed62a8d52f88,Beïnvloedend vermogen,Overtuigingskracht,43
6d5cecd8-e3c3-524b-88b3-ed62a8d52f88,Beïnvloedend vermogen,Aansturen van groepen,36
6d5cecd8-e3c3-524b-88b3-ed62a8d52f88,Beïnvloedend vermogen,Aansturen van individuen,51
6d5cecd8-e3c3-524b-88b3-ed62a8d52f88,Beïnvloedend vermogen,Coachen van medewerkers,67
6d5cecd8-e3c3-524b-88b3-ed62a8d52f88,Beïnvloedend vermogen,Onderhandelen,51
6d5cecd8-e3c3-524b-88b3-ed62a8d52f88,Organisatie vermogen,Plannen en organiseren,46
6d5cecd8-e3c3-524b-88b3-ed62a8d52f88,Organisatie vermogen,Delegeren,57
6d5cecd8-e3c3-524b-88b3-ed62a8d52f88,Organisatie vermogen,Voortgangscontrole,33
6d5cecd8-e3c3-524b-88b3-ed62a8d52f88,Relationeel vermogen,Sensitiviteit,80
6d5cecd8-e3c3-524b-88b3-ed62a8d52f88,Relationeel vermogen,Samenwerking,67
6d5cecd8-e3c3-524b-88b3-ed62a8d52f88,Relationeel vermogen,Optreden,46
6d5cecd8-e3c3-524b-88b3-ed62a8d52f88,Relationeel vermogen,Relatiebeheer,63
6d5cecd8-e3c3-524b-88b3-ed62a8d52f88,Relationeel vermogen,Sociabiliteit,71
6d5cecd8-e3c3-524b-88b3-ed62a8d52f88,Relationeel vermogen,Assertiviteit,32
283ab77f-98df-5946-aacd-c3bf20cc1bc4,Persoonlijke gerichtheid,Initiatief,5
283ab77f-98df-5946-aacd-c3bf20cc1bc4,Persoonlijke gerichtheid,Besluitvaardigheid,22
283ab77f-98df-5946-aacd-c3bf20cc1bc4,Persoonlijke gerichtheid,Flexibiliteit,22
283ab77f-98df-5946-aacd-c3bf20cc1bc4,Persoonlijke gerichtheid,Stressbestendigheid,50
283ab77f-98df-5946-aacd-c3bf20cc1bc4,Persoonlijke gerichtheid,Ambitie,37
283ab77f-98df-5946-aacd-c3bf20cc1bc4,Persoonlijke gerichtheid,Zelfstandigheid,46
283ab77f-98df-5946-aacd-c3bf20cc1bc4,Persoonlijke gerichtheid,Doorzettingsvermogen,34
283ab77f-98df-5946-aacd-c3bf20cc1bc4,Persoonlijke gerichtheid,Resultaatgerichtheid,30
283ab77f-98df-5946-aacd-c3bf20cc1bc4,Persoonlijke gerichtheid,Leerbereidheid,63
283ab77f-98df-5946-aacd-c3bf20cc1bc4,Persoonlijke gerichtheid,Inzet,22
